ENSG	GeneSymbol	log2FoldChange	padj
ENSG00000034677.10	RNF19A	-0.635	0.850926619623487
ENSG00000034693.13	PEX3	-0.231	0.969676849350824
ENSG00000034713.6	GABARAPL2	-0.153	0.95983908763956
ENSG00000035115.20	SH3YL1	-0.766	0.803876769958715
ENSG00000035141.6	FAM136A	0.696	0.36025641437134
ENSG00000035403.15	VCL	-0.22	0.967982758850391
ENSG00000035499.11	DEPDC1B	0.557	0.958776873231067
ENSG00000035664.10	DAPK2	-2.058	0.359765465274571
ENSG00000035681.6	NSMAF	-0.253	0.926294876255366
ENSG00000035687.9	ADSS	0.007	0.998591466615811
ENSG00000035862.11	TIMP2	-0.302	0.960554304344743
ENSG00000035928.13	RFC1	-0.22	0.946155069481969
ENSG00000036054.11	TBC1D23	-0.284	0.88820082240986
ENSG00000036257.11	CUL3	0.085	0.977181771104685
ENSG00000036448.8	MYOM2	-1.112	0.800166223804956
ENSG00000036473.6	OTC	-5.368	0.233368845345583
ENSG00000036530.7	CYP46A1	-0.926	0.821280978410385
ENSG00000036549.11	ZZZ3	-0.587	0.585575700367427
ENSG00000036672.14	USP2	-1.484	0.7222445056072
ENSG00000036828.12	CASR	-2.289	0.807313929764071
ENSG00000037042.8	TUBG2	0.286	0.879988306855586
ENSG00000037241.6	RPL26L1	-0.424	0.849730611858172
ENSG00000037280.14	FLT4	-0.802	0.750513034441401
ENSG00000037474.13	NSUN2	0.282	0.891026057776869
ENSG00000037637.9	FBXO42	-0.188	0.947688814552388
ENSG00000037749.10	MFAP3	-0.362	0.944209648391966
ENSG00000037757.12	MRI1	-0.041	0.991876578494389
ENSG00000037897.15	METTL1	3.234	1.75449396747633e-08
ENSG00000038002.7	AGA	0.321	0.894315257286704
ENSG00000038210.12	PI4K2B	-0.276	0.937494075046072
ENSG00000038219.11	BOD1L1	-0.045	0.991023137179418
ENSG00000038274.15	MAT2B	-0.582	0.59544757310266
ENSG00000038295.6	TLL1	-2.543	0.41579189120024
ENSG00000038358.13	EDC4	0.221	0.930417890301598
ENSG00000038382.16	TRIO	0.518	0.785214492931509
ENSG00000038427.14	VCAN	-0.539	0.957820989279676
ENSG00000038532.13	CLEC16A	0.23	0.946638815747218
ENSG00000038945.13	MSR1	-2.258	0.185966846270154
ENSG00000039068.17	CDH1	-0.602	0.876327344828934
ENSG00000039123.14	SKIV2L2	-0.422	0.817378844996709
ENSG00000039139.9	DNAH5	0.875	0.876944431811731
ENSG00000039319.15	ZFYVE16	0.074	0.985433554809215
ENSG00000039523.16	FAM65A	-0.583	0.720972489855594
ENSG00000039537.12	C6	-2.83	0.463182963467214
ENSG00000039560.12	RAI14	-0.748	0.818606631076288
ENSG00000039650.8	PNKP	0.066	0.986192538094691
ENSG00000040199.17	PHLPP2	-0.045	0.994617878470561
ENSG00000040275.15	SPDL1	0.105	0.977181771104685
ENSG00000040341.16	STAU2	-0.604	0.62860046016151
ENSG00000040487.11	PQLC2	-0.485	0.852730492270781
ENSG00000040531.13	CTNS	0.372	0.813568469280784
ENSG00000040608.12	RTN4R	-0.056	0.994366705838497
ENSG00000040633.11	PHF23	0.455	0.750513034441401
ENSG00000040933.14	INPP4A	-0.237	0.95983908763956
ENSG00000041353.8	RAB27B	-1.241	0.821850474187064
ENSG00000041357.14	PSMA4	-0.233	0.920292370961534
ENSG00000041515.14	MYO16	1.643	0.703888647458739
ENSG00000041802.9	LSG1	0.217	0.937049955638064
ENSG00000041880.13	PARP3	-0.386	0.853055834383659
ENSG00000041982.13	TNC	-1.029	0.903818275522034
ENSG00000041988.14	THAP3	0.16	0.963337893034027
ENSG00000042062.10	FAM65C	1.45	0.749947058412881
ENSG00000042088.12	TDP1	0.562	0.797997690008722
ENSG00000042286.13	AIFM2	0.07	0.991023137179418
ENSG00000042317.15	SPATA7	0.357	0.887513523611405
ENSG00000042429.9	MED17	-0.204	0.932216955696734
ENSG00000042445.12	RETSAT	-0.855	0.561042844133145
ENSG00000042493.14	CAPG	-0.063	0.994617878470561
ENSG00000042753.10	AP2S1	-0.287	0.925672311831517
ENSG00000042781.11	USH2A	-0.701	0.884498592728258
ENSG00000042832.10	TG	-2.076	0.396392616807724
ENSG00000042980.11	ADAM28	-1.192	0.808942832027844
ENSG00000043039.6	BARX2	-0.996	0.917493413278479
ENSG00000043093.12	DCUN1D1	-0.333	0.861921377641478
ENSG00000043143.19	JADE2	-1.062	0.30155009358679
ENSG00000043355.9	ZIC2	0.156	0.99361018743262
ENSG00000043462.10	LCP2	-1.699	0.338165375372844
ENSG00000043514.14	TRIT1	-0.615	0.693478857003578
ENSG00000044012.3	GUCA2B	-3.056	0.45277837517578
ENSG00000044090.7	CUL7	0.506	0.784641164737577
ENSG00000044115.19	CTNNA1	-0.225	0.942014766032331
ENSG00000044446.10	PHKA2	-0.429	0.83365671169881
ENSG00000044459.13	CNTLN	-0.71	0.69407683018306
ENSG00000044524.9	EPHA3	-1.096	0.744903123684572
ENSG00000044574.7	HSPA5	-0.01	0.998591466615811
ENSG00000046604.11	DSG2	0.312	0.95983908763956
ENSG00000046647.12	GEMIN8	-0.157	0.972375113609304
ENSG00000046651.13	OFD1	0.301	0.892513747631369
ENSG00000046653.13	GPM6B	0.137	0.982442185129749
ENSG00000046889.17	PREX2	-1.307	0.631678155570123
ENSG00000047056.13	WDR37	-0.8	0.45277837517578
ENSG00000047188.14	YTHDC2	-0.452	0.781763138008337
ENSG00000047230.13	CTPS2	0.174	0.961436738757234
ENSG00000047249.15	ATP6V1H	-0.6	0.633878258017506
ENSG00000047315.13	POLR2B	-0.033	0.993291091704572
ENSG00000047346.11	FAM214A	-0.702	0.689933970353102
ENSG00000047365.10	ARAP2	-1.399	0.188336296547241
ENSG00000047410.12	TPR	-0.134	0.977739368539447
ENSG00000047457.12	CP	-0.995	0.92522561129692
ENSG00000047578.11	KIAA0556	0.024	0.992966752020532
ENSG00000047579.18	DTNBP1	-0.54	0.71609444301056
ENSG00000047597.5	XK	-1.628	0.668264064134118
ENSG00000047617.13	ANO2	-1.178	0.827464668393134
ENSG00000047621.10	C12orf4	-0.369	0.751086828055091
ENSG00000047634.13	SCML1	0.375	0.953310783646196
ENSG00000047644.16	WWC3	-0.742	0.763918829828994
ENSG00000047648.20	ARHGAP6	-1.271	0.537022012282851
ENSG00000047662.4	FAM184B	-0.183	0.977181771104685
ENSG00000047849.20	MAP4	-0.82	0.542216827395947
ENSG00000047932.12	GOPC	0.536	0.807313929764071
ENSG00000048028.10	USP28	0.56	0.698824799116851
ENSG00000048052.20	HDAC9	-0.492	0.927908730927376
ENSG00000048140.16	TSPAN17	-0.404	0.843994684824307
ENSG00000048162.18	NOP16	-0.384	0.822652230886793
ENSG00000048342.14	CC2D2A	0.107	0.986263367826178
ENSG00000048392.10	RRM2B	0.421	0.891026057776869
ENSG00000048405.8	ZNF800	-0.265	0.831066515846134
ENSG00000048471.12	SNX29	-1.1	0.59544757310266
ENSG00000048540.13	LMO3	0.848	0.906394124328414
ENSG00000048544.5	MRPS10	-0.1	0.979689701413654
ENSG00000048649.12	RSF1	-0.284	0.894610764317301
ENSG00000048707.12	VPS13D	-0.467	0.803876769958715
ENSG00000048740.16	CELF2	-3.12	0.0541326990622923
ENSG00000048828.15	FAM120A	0.024	0.99584198939181
ENSG00000048991.15	R3HDM1	0.2	0.932982672233643
ENSG00000049089.12	COL9A2	-2.386	0.519217980229308
ENSG00000049130.12	KITLG	0.8	0.891283771940154
ENSG00000049167.12	ERCC8	0.0	0.999974671564005
ENSG00000049192.13	ADAMTS6	0.866	0.825694563181144
ENSG00000049239.11	H6PD	0.586	0.863748321024616
ENSG00000049245.11	VAMP3	-0.286	0.937049955638064
ENSG00000049246.13	PER3	-1.013	0.751086828055091
ENSG00000049249.7	TNFRSF9	-3.507	0.196818917042183
ENSG00000049283.16	EPN3	-0.019	0.998591466615811
ENSG00000049323.14	LTBP1	-1.072	0.808112221238609
ENSG00000049449.7	RCN1	0.41	0.876327344828934
ENSG00000049540.15	ELN	-0.987	0.712113206755887
ENSG00000049541.9	RFC2	-0.469	0.819428558693645
ENSG00000049618.20	ARID1B	0.368	0.864208102422162
ENSG00000049656.12	CLPTM1L	-0.199	0.964799004685373
ENSG00000049759.15	NEDD4L	0.244	0.958559619383863
ENSG00000049768.13	FOXP3	-1.617	0.574291391145167
ENSG00000049769.11	PPP1R3F	-2.113	0.0159764990930483
ENSG00000049860.12	HEXB	-0.877	0.542216827395947
ENSG00000049883.13	PTCD2	0.341	0.8166327351501
ENSG00000050130.16	JKAMP	-0.111	0.970975616905045
ENSG00000050165.16	DKK3	-0.261	0.977181771104685
ENSG00000050327.13	ARHGEF5	-0.475	0.816371432412856
ENSG00000050344.8	NFE2L3	-0.907	0.748015112715054
ENSG00000050393.10	MCUR1	-0.23	0.911351528611031
ENSG00000050405.12	LIMA1	-0.76	0.843994684824307
ENSG00000050426.14	LETMD1	-0.341	0.84881447098596
ENSG00000050438.15	SLC4A8	0.839	0.84501920130069
ENSG00000050555.16	LAMC3	-0.539	0.917973526829735
ENSG00000050628.19	PTGER3	-2.68	0.342499632709997
ENSG00000050748.16	MAPK9	-0.616	0.466666023562204
ENSG00000050767.14	COL23A1	-0.733	0.814409416006141
ENSG00000050820.15	BCAR1	-0.167	0.975167947427873
ENSG00000051009.9	FAM160A2	0.022	0.99721597945701
ENSG00000051108.13	HERPUD1	-0.275	0.941231147007231
ENSG00000051128.17	HOMER3	-0.871	0.814409416006141
ENSG00000051180.15	RAD51	0.598	0.860330477556288
ENSG00000051341.12	POLQ	1.025	0.807313929764071
ENSG00000051382.7	PIK3CB	-0.258	0.918148898986345
ENSG00000051523.9	CYBA	0.033	0.998117201067154
ENSG00000051596.8	THOC3	0.5	0.78033923409484
ENSG00000051620.9	HEBP2	-0.005	0.999405775904437
ENSG00000051825.13	MPHOSPH9	-0.031	0.99721597945701
ENSG00000052126.13	PLEKHA5	0.356	0.929720055808024
ENSG00000052344.14	PRSS8	-0.898	0.874352442825938
ENSG00000052723.10	SIKE1	-0.127	0.957852054644848
ENSG00000052749.12	RRP12	0.262	0.920328065809185
ENSG00000052795.11	FNIP2	-1.161	0.533211286840099
ENSG00000052802.11	MSMO1	-0.218	0.953310783646196
ENSG00000052841.13	TTC17	0.158	0.946069340469798
ENSG00000053108.15	FSTL4	5.633	0.0239985805406566
ENSG00000053254.14	FOXN3	-0.044	0.993291091704572
ENSG00000053328.8	METTL24	-0.725	0.910121113111785
ENSG00000053371.11	AKR7A2	-0.751	0.704957706987629
ENSG00000053372.4	MRTO4	-0.035	0.994617878470561
ENSG00000053438.8	NNAT	0.067	0.994617878470561
ENSG00000053501.11	USE1	-0.453	0.89215736703257
ENSG00000053524.10	MCF2L2	-1.917	0.143949358764453
ENSG00000053702.13	NRIP2	-0.122	0.979689701413654
ENSG00000053747.14	LAMA3	-0.501	0.94711121749388
ENSG00000053770.10	AP5M1	0.195	0.953834748329585
ENSG00000053900.9	ANAPC4	-0.302	0.841427381554678
ENSG00000053918.14	KCNQ1	0.992	0.817378844996709
ENSG00000054116.10	TRAPPC3	-0.543	0.799140742280159
ENSG00000054118.12	THRAP3	-0.217	0.836629236430024
ENSG00000054148.16	PHPT1	0.217	0.972374169433838
ENSG00000054179.10	ENTPD2	-0.267	0.977065385518102
ENSG00000054219.10	LY75	-0.08	0.996398803848778
ENSG00000054267.19	ARID4B	-0.265	0.926222262331798
ENSG00000054277.11	OPN3	0.067	0.994617878470561
ENSG00000054282.14	SDCCAG8	-0.935	0.618043055226378
ENSG00000054392.11	HHAT	0.295	0.917493413278479
ENSG00000054523.15	KIF1B	-0.236	0.967982758850391
ENSG00000054598.6	FOXC1	0.371	0.975183016318045
ENSG00000054611.12	TBC1D22A	-0.146	0.964500473131924
ENSG00000054654.14	SYNE2	0.003	0.999421944799129
ENSG00000054690.12	PLEKHH1	1.123	0.58830943415949
ENSG00000054793.12	ATP9A	0.28	0.954426287408699
ENSG00000054938.14	CHRDL2	0.022	0.998404603120157
ENSG00000054965.9	FAM168A	0.537	0.754551052340158
ENSG00000054967.11	RELT	0.302	0.968346762482424
ENSG00000054983.15	GALC	-0.489	0.910121113111785
ENSG00000055044.9	NOP58	0.404	0.744903123684572
ENSG00000055070.15	SZRD1	-0.171	0.944545136989123
ENSG00000055118.13	KCNH2	1.719	0.801330658067489
ENSG00000055130.14	CUL1	-0.193	0.924129248796778
ENSG00000055147.16	FAM114A2	-0.338	0.816087489906886
ENSG00000055163.17	CYFIP2	-1.006	0.784641164737577
ENSG00000055208.16	TAB2	-0.107	0.982442185129749
ENSG00000055211.11	GINM1	-0.467	0.827464668393134
ENSG00000055332.15	EIF2AK2	0.172	0.968299470625089
ENSG00000055483.18	USP36	0.375	0.811064831221706
ENSG00000055609.16	KMT2C	-0.225	0.933831691616757
ENSG00000055732.11	MCOLN3	-2.13	0.687740023837551
ENSG00000055813.5	CCDC85A	-2.717	0.3115284713199
ENSG00000055917.14	PUM2	0.333	0.712113206755887
ENSG00000055950.15	MRPL43	-0.112	0.972972203685973
ENSG00000055955.14	ITIH4	-0.04	0.997410479572337
ENSG00000055957.9	ITIH1	-1.415	0.838550242149667
ENSG00000056050.6	C4orf27	-0.345	0.843795198843708
ENSG00000056097.14	ZFR	-0.017	0.99721597945701
ENSG00000056277.14	ZNF280C	1.176	0.153465290594949
ENSG00000056558.9	TRAF1	-1.081	0.667705860038813
ENSG00000056586.14	RC3H2	-0.202	0.942366444851485
ENSG00000056736.8	IL17RB	-0.063	0.994681665581023
ENSG00000056972.17	TRAF3IP2	-0.176	0.974303327846207
ENSG00000056998.17	GYG2	0.281	0.977181771104685
ENSG00000057019.14	DCBLD2	0.053	0.99721597945701
ENSG00000057252.11	SOAT1	-1.33	0.324184108034855
ENSG00000057294.12	PKP2	0.679	0.862692772420096
ENSG00000057468.6	MSH4	-5.623	0.101706009556517
ENSG00000057593.12	F7	-0.347	0.982442185129749
ENSG00000057608.15	GDI2	-0.578	0.424841967461659
ENSG00000057657.13	PRDM1	0.652	0.907789312768187
ENSG00000057663.11	ATG5	0.515	0.744099920118181
ENSG00000057704.9	TMCC3	-2.84	0.0094414773997802
ENSG00000057757.8	PITHD1	-0.007	0.998667227874343
ENSG00000057935.12	MTA3	0.174	0.953901139382692
ENSG00000058056.7	USP13	-0.388	0.894610764317301
ENSG00000058063.14	ATP11B	-0.48	0.86422186697008
ENSG00000058085.13	LAMC2	-0.595	0.910121113111785
ENSG00000058091.15	CDK14	-0.712	0.817871575833366
ENSG00000058262.8	SEC61A1	-0.136	0.975758083741914
ENSG00000058272.14	PPP1R12A	-0.365	0.843994684824307
ENSG00000058335.14	RASGRF1	0.771	0.917493413278479
ENSG00000058404.18	CAMK2B	-1.392	0.821132007857234
ENSG00000058453.15	CROCC	0.107	0.979689701413654
ENSG00000058600.14	POLR3E	0.332	0.715732572337789
ENSG00000058668.13	ATP2B4	-0.718	0.824481586446478
ENSG00000058673.14	ZC3H11A	0.057	0.990164094155935
ENSG00000058729.9	RIOK2	-0.598	0.46794520275972
ENSG00000058799.12	YIPF1	-1.022	0.451566161385559
ENSG00000058804.11	NDC1	-0.161	0.966226961427151
ENSG00000058866.13	DGKG	0.747	0.838632734418193
ENSG00000059122.15	FLYWCH1	-0.53	0.759299384421383
ENSG00000059145.17	UNKL	0.959	0.415573284233901
ENSG00000059377.14	TBXAS1	0.139	0.987561006754262
ENSG00000059378.11	PARP12	-0.663	0.798415997574595
ENSG00000059573.7	ALDH18A1	0.397	0.899743949797366
ENSG00000059588.8	TARBP1	0.387	0.911538284112502
ENSG00000059691.10	GATB	0.218	0.938553815601574
ENSG00000059728.9	MXD1	-0.644	0.845938041625472
ENSG00000059758.6	CDK17	-0.298	0.863748321024616
ENSG00000059769.18	DNAJC25	-0.113	0.978874807760432
ENSG00000059804.14	SLC2A3	0.54	0.936755092288146
ENSG00000059915.15	PSD	-0.924	0.721569234605317
ENSG00000060069.15	CTDP1	-0.174	0.952242497820828
ENSG00000060138.11	YBX3	0.261	0.972374169433838
ENSG00000060140.7	STYK1	-0.205	0.989800324630863
ENSG00000060237.15	WNK1	-0.021	0.996742725329335
ENSG00000060339.12	CCAR1	0.262	0.861921377641478
ENSG00000060491.15	OGFR	-0.215	0.936826290128484
ENSG00000060558.3	GNA15	-0.184	0.987824373716955
ENSG00000060566.12	CREB3L3	-2.782	0.64739061925665
ENSG00000060642.9	PIGV	-0.173	0.948701645092373
ENSG00000060656.18	PTPRU	-0.216	0.977739368539447
ENSG00000060688.11	SNRNP40	0.098	0.979689701413654
ENSG00000060718.17	COL11A1	0.393	0.977181771104685
ENSG00000060749.13	QSER1	0.068	0.987824373716955
ENSG00000060762.17	MPC1	-1.043	0.635578118163269
ENSG00000060971.16	ACAA1	-0.883	0.60131903026416
ENSG00000060982.13	BCAT1	-1.378	0.68249470848432
ENSG00000061273.16	HDAC7	-0.459	0.850128162747374
ENSG00000061337.14	LZTS1	-0.834	0.808055283144063
ENSG00000061455.10	PRDM6	-1.241	0.665235403825418
ENSG00000061656.8	SPAG4	0.995	0.729585023102018
ENSG00000061676.13	NCKAP1	-0.054	0.991023137179418
ENSG00000061794.11	MRPS35	0.072	0.984901447257652
ENSG00000061918.11	GUCY1B3	-1.886	0.245276913257714
ENSG00000061936.8	SFSWAP	-0.028	0.994366705838497
ENSG00000061938.15	TNK2	0.395	0.903818275522034
ENSG00000061987.13	MON2	0.378	0.827464668393134
ENSG00000062038.12	CDH3	0.084	0.994617878470561
ENSG00000062194.14	GPBP1	-0.275	0.832784805444869
ENSG00000062282.13	DGAT2	-0.392	0.967982758850391
ENSG00000062370.15	ZNF112	-0.285	0.93177404449668
ENSG00000062485.17	CS	-0.721	0.684488282825734
ENSG00000062524.14	LTK	2.139	0.555389314376199
ENSG00000062582.12	MRPS24	-0.378	0.890863565352248
ENSG00000062598.16	ELMO2	0.275	0.889931013124848
ENSG00000062650.16	WAPL	-0.086	0.984483347705939
ENSG00000062716.9	VMP1	0.136	0.978771429296205
ENSG00000062725.8	APPBP2	0.086	0.979805059915018
ENSG00000062822.11	POLD1	0.13	0.974311277274723
ENSG00000063046.16	EIF4B	-0.195	0.959860533173091
ENSG00000063127.14	SLC6A16	0.03	0.998117201067154
ENSG00000063169.9	GLTSCR1	0.084	0.980991834636687
ENSG00000063176.14	SPHK2	-0.138	0.979689701413654
ENSG00000063177.11	RPL18	0.054	0.994084506036504
ENSG00000063180.7	CA11	-0.179	0.987561006754262
ENSG00000063241.6	ISOC2	-0.726	0.747016014759409
ENSG00000063244.11	U2AF2	0.01	0.99721597945701
ENSG00000063245.13	EPN1	-0.606	0.682609119568527
ENSG00000063322.12	MED29	-0.391	0.750513034441401
ENSG00000063438.15	AHRR	-0.129	0.990164094155935
ENSG00000063587.13	ZNF275	-0.375	0.818116506566838
ENSG00000063601.15	MTMR1	-0.323	0.827194327661428
ENSG00000063660.7	GPC1	-0.303	0.937049955638064
ENSG00000063761.14	ADCK1	0.611	0.785214492931509
ENSG00000063854.11	HAGH	-0.207	0.964500473131924
ENSG00000063978.14	RNF4	-0.269	0.8802950305154
ENSG00000064012.20	CASP8	0.131	0.975758083741914
ENSG00000064042.16	LIMCH1	-1.379	0.670121924387976
ENSG00000064102.13	ASUN	-0.138	0.975183016318045
ENSG00000064115.9	TM7SF3	-0.05	0.993947349150132
ENSG00000064199.5	SPA17	-0.078	0.991023137179418
ENSG00000064201.14	TSPAN32	-0.67	0.85967244725616
ENSG00000064205.9	WISP2	-3.196	0.359970008954458
ENSG00000064225.11	ST3GAL6	-2.348	0.395058710383663
ENSG00000064270.11	ATP2C2	-0.28	0.97974205264001
ENSG00000064300.7	NGFR	-1.262	0.828489039026873
ENSG00000064309.13	CDON	-1.407	0.542223831602479
ENSG00000064313.10	TAF2	0.329	0.910121113111785
ENSG00000064393.14	HIPK2	-0.727	0.886300641461752
ENSG00000064419.12	TNPO3	0.07	0.977181771104685
ENSG00000064489.20	BORCS8-MEF2B	-0.148	0.979689701413654
ENSG00000064490.12	RFXANK	-0.577	0.812855116276241
ENSG00000064545.13	TMEM161A	-0.406	0.841850862284961
ENSG00000064547.12	LPAR2	-0.491	0.882831487940124
ENSG00000064601.15	CTSA	-0.617	0.72044238219999
ENSG00000064607.15	SUGP2	-0.032	0.991023137179418
ENSG00000064651.12	SLC12A2	-0.598	0.93991601490907
ENSG00000064652.9	SNX24	-0.607	0.717396174442958
ENSG00000064655.17	EYA2	2.571	0.440322584045262
ENSG00000064666.13	CNN2	0.479	0.899743949797366
ENSG00000064687.11	ABCA7	1.207	0.711830466246187
ENSG00000064692.17	SNCAIP	-1.242	0.843795198843708
ENSG00000064703.10	DDX20	-0.08	0.983619610184201
ENSG00000064726.8	BTBD1	-0.163	0.952242497820828
ENSG00000064763.9	FAR2	-3.034	0.0268924456990241
ENSG00000064787.11	BCAS1	1.084	0.876327344828934
ENSG00000064886.12	CHI3L2	-1.174	0.868481870501698
ENSG00000064932.14	SBNO2	-0.326	0.876327344828934
ENSG00000064933.15	PMS1	0.795	0.3115284713199
ENSG00000064961.17	HMG20B	-0.461	0.800166223804956
ENSG00000064989.11	CALCRL	-1.149	0.647677549073191
ENSG00000064995.15	TAF11	0.093	0.979689701413654
ENSG00000064999.13	ANKS1A	0.208	0.932871574616364
ENSG00000065000.14	AP3D1	-0.448	0.713591612737745
ENSG00000065029.13	ZNF76	-0.1	0.979689701413654
ENSG00000065054.12	SLC9A3R2	-0.963	0.714730766521752
ENSG00000065057.6	NTHL1	-0.182	0.972972203685973
ENSG00000065060.15	UHRF1BP1	0.069	0.990172517863484
ENSG00000065135.8	GNAI3	-0.319	0.89215736703257
ENSG00000065150.17	IPO5	0.062	0.988564420767032
ENSG00000065154.10	OAT	0.834	0.821280978410385
ENSG00000065183.14	WDR3	-0.105	0.986148561584461
ENSG00000065243.17	PKN2	0.132	0.97271383629171
ENSG00000065268.9	WDR18	-0.154	0.977181771104685
ENSG00000065308.4	TRAM2	-0.153	0.977181771104685
ENSG00000065320.7	NTN1	1.074	0.821280978410385
ENSG00000065325.11	GLP2R	0.396	0.967982758850391
ENSG00000065328.15	MCM10	0.418	0.912181345493727
ENSG00000065357.18	DGKA	-0.299	0.970975616905045
ENSG00000065361.13	ERBB3	-0.377	0.953901139382692
ENSG00000065413.15	ANKRD44	-1.282	0.483446220010063
ENSG00000065427.13	KARS	-0.02	0.99721597945701
ENSG00000065457.9	ADAT1	-0.113	0.978523836921537
ENSG00000065485.16	PDIA5	-0.372	0.904904954631941
ENSG00000065491.8	TBC1D22B	0.193	0.936755092288146
ENSG00000065518.7	NDUFB4	-0.237	0.9594633950434
ENSG00000065526.9	SPEN	-0.08	0.984483347705939
ENSG00000065534.17	MYLK	-1.233	0.571298999967817
ENSG00000065548.16	ZC3H15	0.218	0.887586651976884
ENSG00000065559.13	MAP2K4	0.196	0.932871574616364
ENSG00000065600.11	TMEM206	0.437	0.837120097813793
ENSG00000065609.13	SNAP91	-3.031	0.684488282825734
ENSG00000065613.12	SLK	-0.195	0.952907786862032
ENSG00000065615.12	CYB5R4	-0.348	0.892513747631369
ENSG00000065618.15	COL17A1	3.616	0.524016146237128
ENSG00000065621.13	GSTO2	0.949	0.874990847259404
ENSG00000065665.19	SEC61A2	0.077	0.985433554809215
ENSG00000065675.13	PRKCQ	-1.215	0.809314993816243
ENSG00000065717.13	TLE2	-0.159	0.986263367826178
ENSG00000065802.10	ASB1	0.001	0.999560779320997
ENSG00000065809.12	FAM107B	-0.58	0.824185162694301
ENSG00000065833.8	ME1	2.776	0.0873775896408107
ENSG00000065882.14	TBC1D1	-0.532	0.81636988140698
ENSG00000065883.13	CDK13	-0.296	0.807313929764071
ENSG00000065911.10	MTHFD2	1.259	0.707080494533415
ENSG00000065923.8	SLC9A7	-1.404	0.543108048733493
ENSG00000065970.7	FOXJ2	-0.362	0.864266565795861
ENSG00000065978.16	YBX1	-0.442	0.82043153854508
ENSG00000065989.14	PDE4A	-0.119	0.981462915338967
ENSG00000066027.10	PPP2R5A	-0.852	0.542533574143168
ENSG00000066044.12	ELAVL1	-0.121	0.906621155343987
ENSG00000066056.12	TIE1	-0.875	0.619746117886215
ENSG00000066084.11	DIP2B	-0.037	0.994617878470561
ENSG00000066117.13	SMARCD1	-0.2	0.93177404449668
ENSG00000066135.11	KDM4A	-0.395	0.883166196921181
ENSG00000066136.18	NFYC	-1.04	0.120662014203994
ENSG00000066185.11	ZMYND12	-0.206	0.979689701413654
ENSG00000066230.9	SLC9A3	0.722	0.912324171937227
ENSG00000066248.13	NGEF	-0.94	0.801324765091987
ENSG00000066279.15	ASPM	1.067	0.761102713950192
ENSG00000066294.13	CD84	-2.884	0.0994324360037761
ENSG00000066322.11	ELOVL1	-1.017	0.426381644080214
ENSG00000066336.10	SPI1	-1.925	0.345255486174859
ENSG00000066379.13	ZNRD1	0.075	0.986263367826178
ENSG00000066382.15	MPPED2	0.879	0.815473047946136
ENSG00000066405.11	CLDN18	1.042	0.932871574616364
ENSG00000066422.4	ZBTB11	0.17	0.955802706795163
ENSG00000066427.20	ATXN3	0.303	0.896825543389413
ENSG00000066455.11	GOLGA5	0.108	0.979689701413654
ENSG00000066468.19	FGFR2	-0.443	0.94862050693917
ENSG00000066557.5	LRRC40	-0.911	0.226214859886794
ENSG00000066583.10	ISOC1	-0.267	0.913870930313419
ENSG00000066629.15	EML1	-0.253	0.95983908763956
ENSG00000066651.16	TRMT11	0.193	0.961171527847687
ENSG00000066654.11	THUMPD1	-0.209	0.890444237530079
ENSG00000066697.13	MSANTD3	-0.181	0.972374169433838
ENSG00000066735.13	KIF26A	-0.036	0.99721597945701
ENSG00000066739.10	ATG2B	0.183	0.969036069738233
